text,score,label,aspect,context,sentiment
Your delivery is so fast... if fast means slow,2.4,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
"I must say, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
"In my opinion, Worst customer service ever! No one helped me!",1,Highly Negative Sentiment (1-1.9),Service Failure,Support Crisis,negative
"Honestly, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"I must say, Terrible experience! Product broke within a day!",1.2,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
"Honestly, Can you compare these two phones for me?",5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
The product is so well-made... if well-made means poorly constructed,1.9,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
I adore how your voice assistant never does what I ask,2.9,Negative Sentiment (2-3.9),Voice Commerce,Technical Issues,negative
"I must say, What payment methods do you accept?",5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
"Wow, what fantastic customer service - if you enjoy waiting 2 hours!",1.8,Highly Negative Sentiment (1-1.9),Service Complaint,Support Experience,negative
The product quality is so impressive... if impressive means terrible,2.4,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
"Honestly, I absolutely love this laptop! The performance is incredible and delivery was super fast!",9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
What are the specifications of this product? which made the experience great.,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Terrible experience! Product broke within a day! Not satisfied at all.,1.2,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
"I must say, What payment methods do you accept?",5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
Your delivery is so reliable... at disappointing,2.7,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
"Happy with my purchase, good value for money. which made the experience great.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Love the product comparison tool! Helped me make the right choice. Not satisfied at all.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Do you have any discounts available? Absolutely loved it.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
The product quality is so impressive... if impressive means terrible,2.4,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
Love the product comparison tool! Helped me make the right choice. Not satisfied at all.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"The packaging was so protective, the product protected itself from functioning",2.5,Negative Sentiment (2-3.9),Delivery Experience,Post-Purchase,negative
Love the product comparison tool! Helped me make the right choice. Just wow!,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Outstanding customer support! Resolved my issue immediately. and that was disappointing.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
"Honestly, Had to wait 30 minutes to speak to someone.",2.7,Negative Sentiment (2-3.9),Wait Time,Support Delay,negative
I found that Scam pricing! Hidden charges everywhere!,1.5,Highly Negative Sentiment (1-1.9),Pricing Fraud,Trust Issues,negative
"Honestly, Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
"Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
"Honestly, The voice assistant feature is brilliant! Made shopping so convenient.",9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Do you have any discounts available? Would recommend to anyone.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
Your customer service is amazing! The agent helped me find exactly what I needed. Not satisfied at all.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Is this item in stock?,5,Neutral Sentiment (4-5.9),Availability Check,Inventory Inquiry,neutral
Outstanding customer support! Resolved my issue immediately. and that was disappointing.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
Your website is so intuitive... for psychic users,2.7,Negative Sentiment (2-3.9),User Experience,Navigation Issues,negative
What payment methods do you accept? and that was disappointing.,5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
The voice assistant feature is brilliant! Made shopping so convenient. Not satisfied at all.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
I found that The return process was straightforward.,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
Fantastic deal on this smartphone! Better price than anywhere else. and that was disappointing.,8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"I must say, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Love the product comparison tool! Helped me make the right choice. Not satisfied at all.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"I must say, How long does shipping take?",5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
What are the specifications of this product? Just wow!,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Your prices are so reasonable... for your executive bonuses,3.4,Negative Sentiment (2-3.9),Price Complaint,Market Comparison,negative
Is this item in stock? and that was disappointing.,5,Neutral Sentiment (4-5.9),Availability Check,Inventory Inquiry,neutral
Your prices are competitive... in the luxury market,3.4,Negative Sentiment (2-3.9),Price Dissatisfaction,Purchase Decision,negative
Your return process is so straightforward... in a labyrinth,3.3,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
How long does shipping take? which made the experience great.,5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
This website is so easy to use! Found my product in seconds. Absolutely loved it.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
The voice assistant feature is brilliant! Made shopping so convenient. Just wow!,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Your return process is so straightforward... in a maze,3.4,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
What are the specifications of this product? Would recommend to anyone.,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Never shopping here again! Complete waste of money! and that was disappointing.,1.3,Highly Negative Sentiment (1-1.9),Brand Rejection,Overall Dissatisfaction,negative
I found that What are the specifications of this product?,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
"Looking for a laptop under $800, can you help? Absolutely loved it.",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
The return process is complicated and time-consuming. Not satisfied at all.,3.3,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
I'm overjoyed by how irrelevant your AI assistance is,3.1,Negative Sentiment (2-3.9),AI Interaction,Support Experience,negative
I found that Voice search worked but sometimes didn't catch what I said.,6.6,Moderately Positive Sentiment (6-7.9),Voice Commerce,Feature Usage,neutral
I found that What are the specifications of this product?,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
"In my opinion, Customer service was polite and tried to help.",6.9,Moderately Positive Sentiment (6-7.9),Service Interaction,Support Experience,neutral
"In my opinion, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Quick delivery and perfect packaging! Will definitely shop here again. Absolutely loved it.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
The product quality is so impressive... if impressive means awful,2.4,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
Best online shopping experience I've ever had! Not satisfied at all.,9.8,Highly Positive Sentiment (8-10),Overall Experience,General Feedback,positive
"I found that Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
Your customer service is amazing! The agent helped me find exactly what I needed. Just wow!,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
The voice assistant feature is brilliant! Made shopping so convenient. which made the experience great.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Quick delivery and perfect packaging! Will definitely shop here again. Absolutely loved it.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
Terrible experience! Product broke within a day! and that was disappointing.,1.2,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
"Honestly, What are the specifications of this product?",5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Outstanding customer support! Resolved my issue immediately. Just wow!,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
The return process is complicated and time-consuming. Just wow!,3.3,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
Love the product comparison tool! Helped me make the right choice. Just wow!,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"Honestly, The product quality is poor, not worth the price.",2.8,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
Quick delivery and perfect packaging! Will definitely shop here again. which made the experience great.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
"I must say, Outstanding customer support! Resolved my issue immediately.",9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
"I must say, Outstanding customer support! Resolved my issue immediately.",9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
Your prices are so reasonable... for your shareholders,3.3,Negative Sentiment (2-3.9),Price Complaint,Market Comparison,negative
Website crashed and charged me twice! which made the experience great.,1.1,Highly Negative Sentiment (1-1.9),Technical Failure,Payment Issues,negative
Your return policy is so generous... to your company's profits,3.5,Negative Sentiment (2-3.9),Process Dissatisfaction,Returns,negative
Your return process is so simple... for legal experts,3.4,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
What are the specifications of this product? Just wow!,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Terrible experience! Product broke within a day!,1.2,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
Product comparison tool is missing important features. Absolutely loved it.,3.1,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
Comparison tool is useful but could show more details.,7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
The product is so durable... if durable means breaks instantly,1.9,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
I'm amazed by how consistently your AI provides wrong information,3.2,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
"I must say, How long does shipping take?",5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
Your return process is so straightforward... if straight means twisted,3.4,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
How long does shipping take? and that was disappointing.,5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
"I must say, Comparison tool is useful but could show more details.",7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
"In my opinion, I need to track my order.",5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
The product is so high-quality... if quality is measured backwards,2.1,Negative Sentiment (2-3.9),Product Quality,Post-Purchase,negative
"I found that Excellent quality product, exactly as described!",8.7,Highly Positive Sentiment (8-10),Product Quality,Post-Purchase,positive
Is this item in stock?,5,Neutral Sentiment (4-5.9),Availability Check,Inventory Inquiry,neutral
"In my opinion, Comparison tool is useful but could show more details.",7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
"The chatbot was helpful, though took a while to understand my question.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
Your delivery is so prompt... in a parallel dimension,2.4,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Scam pricing! Hidden charges everywhere! Would recommend to anyone.,1.5,Highly Negative Sentiment (1-1.9),Pricing Fraud,Trust Issues,negative
"I must say, This website is so easy to use! Found my product in seconds.",8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
"In my opinion, The voice assistant feature is brilliant! Made shopping so convenient.",9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
"Website works fine, nothing special but gets the job done. Not satisfied at all.",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
How long does shipping take? and that was disappointing.,5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
"Honestly, Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
"Honestly, Can you compare these two phones for me?",5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
Delivery never arrived! Lost my money! Not satisfied at all.,1.2,Highly Negative Sentiment (1-1.9),Delivery Failure,Order Issues,negative
"Honestly, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"Excellent quality product, exactly as described! and that was disappointing.",8.7,Highly Positive Sentiment (8-10),Product Quality,Post-Purchase,positive
Quick delivery and perfect packaging! Will definitely shop here again. Just wow!,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
"I must say, This website is so easy to use! Found my product in seconds.",8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
"I must say, I need to track my order.",5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
"I found that The chatbot was helpful, though took a while to understand my question.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
"In my opinion, Do you have any discounts available?",5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
"Honestly, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
This website is so easy to use! Found my product in seconds. Would recommend to anyone.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
I found that Outstanding customer support! Resolved my issue immediately.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
I'm thrilled that your comparison tool provides no helpful information,2.9,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
"I must say, Voice feature is useless! Doesn't work at all!",1.8,Highly Negative Sentiment (1-1.9),Feature Failure,Technical Problems,negative
The product is so well-made... if well-made means poorly constructed,1.9,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
"In my opinion, Looking for a laptop under $800, can you help?",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
What are the specifications of this product? which made the experience great.,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Can you compare these two phones for me? Absolutely loved it.,5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
"In my opinion, Voice feature is useless! Doesn't work at all!",1.8,Highly Negative Sentiment (1-1.9),Feature Failure,Technical Problems,negative
"Excellent quality product, exactly as described! Would recommend to anyone.",8.7,Highly Positive Sentiment (8-10),Product Quality,Post-Purchase,positive
"I must say, I absolutely love this laptop! The performance is incredible and delivery was super fast!",9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
"I found that Decent prices, found what I was looking for.",7,Moderately Positive Sentiment (6-7.9),Price Acceptance,Purchase Decision,neutral
"I must say, What payment methods do you accept?",5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
The return process was straightforward. Would recommend to anyone.,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
"In my opinion, Customer service was polite and tried to help.",6.9,Moderately Positive Sentiment (6-7.9),Service Interaction,Support Experience,neutral
The voice assistant feature is brilliant! Made shopping so convenient.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Can you compare these two phones for me? Not satisfied at all.,5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
Your customer service is so efficient... at wasting customer time,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
This website is so easy to use! Found my product in seconds.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
I'm overjoyed by how irrelevant your AI responses are,3.1,Negative Sentiment (2-3.9),AI Interaction,Support Experience,negative
"In my opinion, The voice assistant feature is brilliant! Made shopping so convenient.",9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Your customer service is amazing! The agent helped me find exactly what I needed. and that was disappointing.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Your customer service is amazing! The agent helped me find exactly what I needed. Not satisfied at all.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
"Good product overall, meets my expectations. Just wow!",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
"Website works fine, nothing special but gets the job done. and that was disappointing.",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
The product is so high-quality... if quality means junk,2.1,Negative Sentiment (2-3.9),Product Quality,Post-Purchase,negative
The chatbot doesn't understand basic questions. Absolutely loved it.,3,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
"I must say, Delivery never arrived! Lost my money!",1.2,Highly Negative Sentiment (1-1.9),Delivery Failure,Order Issues,negative
Your website is so stable... it crashes consistently,1.8,Highly Negative Sentiment (1-1.9),Technical Failure,Transaction Issues,negative
"Happy with my purchase, good value for money. Not satisfied at all.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
I'm thrilled that your comparison tool compares nothing useful,2.9,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
Customer service was polite and tried to help.,6.9,Moderately Positive Sentiment (6-7.9),Service Interaction,Support Experience,neutral
Your prices are so competitive... with your own higher prices,3.4,Negative Sentiment (2-3.9),Price Dissatisfaction,Purchase Decision,negative
Your customer support is so knowledgeable... about avoiding solutions,2.3,Negative Sentiment (2-3.9),Service Complaint,Support Experience,negative
This website is so easy to use! Found my product in seconds.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
"Honestly, I absolutely love this laptop! The performance is incredible and delivery was super fast!",9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
Had to wait 30 minutes to speak to someone. Not satisfied at all.,2.7,Negative Sentiment (2-3.9),Wait Time,Support Delay,negative
Do you have any discounts available? Absolutely loved it.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
Outstanding customer support! Resolved my issue immediately. Would recommend to anyone.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
I found that Quick delivery and perfect packaging! Will definitely shop here again.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
"I must say, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"I must say, I absolutely love this laptop! The performance is incredible and delivery was super fast!",9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
"In my opinion, Looking for a laptop under $800, can you help?",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
Do you have any discounts available? which made the experience great.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
The voice assistant feature is brilliant! Made shopping so convenient. Not satisfied at all.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
I adore how your voice assistant does the opposite of what I ask,2.8,Negative Sentiment (2-3.9),Voice Commerce,Technical Issues,negative
Your customer service is so efficient... at avoiding solutions,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
"Honestly, I need to track my order.",5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"Honestly, Decent prices, found what I was looking for.",7,Moderately Positive Sentiment (6-7.9),Price Acceptance,Purchase Decision,neutral
Best online shopping experience I've ever had! Just wow!,9.8,Highly Positive Sentiment (8-10),Overall Experience,General Feedback,positive
The product durability is impressive... if impressive means terrible,2.4,Negative Sentiment (2-3.9),Product Quality,Post-Purchase,negative
Your website is so stable... it's unstable by design,1.8,Highly Negative Sentiment (1-1.9),Technical Failure,Transaction Issues,negative
I'm overjoyed by how irrelevant your chatbot responses are,3.1,Negative Sentiment (2-3.9),AI Interaction,Support Experience,negative
I'm amazed by how consistently your AI gets everything wrong,3.2,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
Website crashed and charged me twice! Not satisfied at all.,1.1,Highly Negative Sentiment (1-1.9),Technical Failure,Payment Issues,negative
Your customer service is so efficient... at wasting my time,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
Your return process is so straightforward... in a labyrinth,3.5,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
"I must say, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
I want to change my delivery address. Just wow!,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
"Decent prices, found what I was looking for. Just wow!",7,Moderately Positive Sentiment (6-7.9),Price Acceptance,Purchase Decision,neutral
"In my opinion, Do you have any discounts available?",5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
Can you compare these two phones for me? Not satisfied at all.,5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
"Good product overall, meets my expectations. Not satisfied at all.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
What's your return policy? Would recommend to anyone.,5,Neutral Sentiment (4-5.9),Policy Inquiry,Information Request,neutral
Your prices are so reasonable... for your shareholders,3.4,Negative Sentiment (2-3.9),Price Complaint,Market Comparison,negative
I found that Quick delivery and perfect packaging! Will definitely shop here again.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
"In my opinion, Can you compare these two phones for me?",5.2,Neutral Sentiment (4-5.9),Comparison Request,Product Research,neutral
"In my opinion, Website works fine, nothing special but gets the job done.",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
What are the specifications of this product? and that was disappointing.,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
I need to track my order. Not satisfied at all.,5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
"I must say, Is this item in stock?",5,Neutral Sentiment (4-5.9),Availability Check,Inventory Inquiry,neutral
Outstanding customer support! Resolved my issue immediately. and that was disappointing.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
How long does shipping take? and that was disappointing.,5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
"I must say, Decent prices, found what I was looking for.",7,Moderately Positive Sentiment (6-7.9),Price Acceptance,Purchase Decision,neutral
I'm amazed by how consistently your AI gets everything wrong,3.2,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
"I found that Looking for a laptop under $800, can you help?",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
"Honestly, Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
I'm overjoyed by how irrelevant your AI assistance is,3.1,Negative Sentiment (2-3.9),AI Interaction,Support Experience,negative
"The product quality is poor, not worth the price. and that was disappointing.",2.8,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
I'm amazed by how consistently your chatbot fails,3.2,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
Outstanding customer support! Resolved my issue immediately. and that was disappointing.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
Delivery was delayed by a week without notification. Would recommend to anyone.,2.5,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
The return process is complicated and time-consuming. Just wow!,3.3,Negative Sentiment (2-3.9),Process Complaint,Returns,negative
Love the product comparison tool! Helped me make the right choice.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
This website is broken! Can't complete my purchase!,1.4,Highly Negative Sentiment (1-1.9),Technical Failure,Transaction Issues,negative
The voice assistant feature is brilliant! Made shopping so convenient.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
"In my opinion, Worst customer service ever! No one helped me!",1,Highly Negative Sentiment (1-1.9),Service Failure,Support Crisis,negative
"I found that Looking for a laptop under $800, can you help?",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
The voice assistant feature is brilliant! Made shopping so convenient. which made the experience great.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
I love how your voice feature activates when I don't want it to,2.8,Negative Sentiment (2-3.9),Voice Commerce,Feature Usage,negative
I found that What's your return policy?,5,Neutral Sentiment (4-5.9),Policy Inquiry,Information Request,neutral
The return process was straightforward. Just wow!,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
Your customer service is amazing! The agent helped me find exactly what I needed. Not satisfied at all.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
"Honestly, Love the product comparison tool! Helped me make the right choice.",8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"Decent prices, found what I was looking for.",7,Moderately Positive Sentiment (6-7.9),Price Acceptance,Purchase Decision,neutral
The product is so high-quality... if quality is measured in defects,2.1,Negative Sentiment (2-3.9),Product Quality,Post-Purchase,negative
Your customer support is so knowledgeable... about avoiding solutions,2.3,Negative Sentiment (2-3.9),Service Complaint,Support Experience,negative
"In my opinion, Delivery never arrived! Lost my money!",1.2,Highly Negative Sentiment (1-1.9),Delivery Failure,Order Issues,negative
Your return policy is so clear... as quantum physics,3.4,Negative Sentiment (2-3.9),Process Dissatisfaction,Returns,negative
The product is so well-made... if well-made means poorly constructed,2.1,Negative Sentiment (2-3.9),Product Quality,Post-Purchase,negative
"I must say, This website is so easy to use! Found my product in seconds.",8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
"In my opinion, Product arrived on time, quality is okay.",7.1,Moderately Positive Sentiment (6-7.9),Delivery Experience,Post-Purchase,neutral
Customer service was unhelpful and rude. Just wow!,2.1,Negative Sentiment (2-3.9),Service Complaint,Support Experience,negative
I need to track my order. which made the experience great.,5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
"Website works fine, nothing special but gets the job done. and that was disappointing.",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Website crashed and charged me twice! Not satisfied at all.,1.1,Highly Negative Sentiment (1-1.9),Technical Failure,Payment Issues,negative
Your customer service is amazing! The agent helped me find exactly what I needed. Just wow!,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Fantastic deal on this smartphone! Better price than anywhere else. and that was disappointing.,8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
Five stars for creativity in false advertising!,1.4,Highly Negative Sentiment (1-1.9),Misrepresentation,Trust Issues,negative
I found that The return process was straightforward.,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
I'm thrilled that your comparison tool provides no useful data,2.8,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
Your prices are so competitive... with your own inflated prices,3.3,Negative Sentiment (2-3.9),Price Dissatisfaction,Purchase Decision,negative
I want to change my delivery address. Just wow!,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
Your delivery is so reliable... at being late reliably,2.7,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Your customer service is so efficient... at wasting time,2.2,Negative Sentiment (2-3.9),Service Interaction,Support Experience,negative
